Name,Address,City,Zip,Date,Score,Type,Lat,Lng,kind,external_i,name_1,slug,set,metadata,resource_u
Silver Lake,3932 W SUNSET BLVD,LOS ANGELES,90029,06/13/2013,92,Restaurant,34.0920183,-118.279975,L.A. County Neighborhood (V6),silver-lake,,silver-lake-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Silver Lake"", ""region"": ""central-la"", ""county""",/1.0/boundary/silver-lake-la-county-neighborhood-v6/
Beverly Grove,9100 WILSHIRE BLVD 101W,BEVERLY HILLS,90212,06/13/2013,92,Restaurant,34.0698019,-118.3836177,L.A. County Neighborhood (V6),beverly-grove,,beverly-grove-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Beverly Grove"", ""region"": ""central-la"", ""count",/1.0/boundary/beverly-grove-la-county-neighborhood-v6/
Downtown,333 E 2ND ST,LOS ANGELES,90012,06/13/2013,97,Restaurant,34.048827,-118.240819,L.A. County Neighborhood (V6),downtown,,downtown-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Downtown"", ""region"": ""central-la"", ""county"": """,/1.0/boundary/downtown-la-county-neighborhood-v6/
Chinatown,711 N MAIN ST,LOS ANGELES,90012,06/13/2013,94,Restaurant,34.0583987,-118.2377416,L.A. County Neighborhood (V6),chinatown,,chinatown-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Chinatown"", ""region"": ""central-la"", ""county"":",/1.0/boundary/chinatown-la-county-neighborhood-v6/
Boyle Heights,1010 E CESAR E. CHAVEZ AVE,LOS ANGELES,90033,06/13/2013,95,Restaurant,34.0538559,-118.2254604,L.A. County Neighborhood (V6),boyle-heights,,boyle-heights-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Boyle Heights"", ""region"": ""eastside"", ""county""",/1.0/boundary/boyle-heights-la-county-neighborhood-v6/
Downtown,116 JAPANESE VILLAGE PLZ,LOS ANGELES,90012,06/13/2013,97,Restaurant,34.049253,-118.2396997,L.A. County Neighborhood (V6),downtown,,downtown-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Downtown"", ""region"": ""central-la"", ""county"": """,/1.0/boundary/downtown-la-county-neighborhood-v6/
Downtown,137 JAPANESE VILLAGE PLZ,LOS ANGELES,90012,06/13/2013,98,Restaurant,34.0490078,-118.2399031,L.A. County Neighborhood (V6),downtown,,downtown-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Downtown"", ""region"": ""central-la"", ""county"": """,/1.0/boundary/downtown-la-county-neighborhood-v6/
West Hollywood,8439 SUNSET BLVD,WEST HOLLYWOOD,90069,06/13/2013,98,Restaurant,34.095093,-118.374448,L.A. County Neighborhood (V6),west-hollywood,,west-hollywood-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""West Hollywood"", ""region"": ""central-la"", ""county"": ""los-a",/1.0/boundary/west-hollywood-la-county-neighborhood-v6/
Echo Park,1130 W SUNSET BLVD,LOS ANGELES,90026,06/13/2013,92,Restaurant,34.0662177,-118.2498324,L.A. County Neighborhood (V6),echo-park,,echo-park-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Echo Park"", ""region"": ""central-la"", ""county"":",/1.0/boundary/echo-park-la-county-neighborhood-v6/
West Hollywood,8939 SANTA MONICA BLVD,WEST HOLLYWOOD,90069,06/13/2013,93,Restaurant,34.0843141,-118.3852852,L.A. County Neighborhood (V6),west-hollywood,,west-hollywood-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""West Hollywood"", ""region"": ""central-la"", ""county"": ""los-a",/1.0/boundary/west-hollywood-la-county-neighborhood-v6/
Inglewood,933 S LA BREA AVE,INGLEWOOD,90301,06/13/2013,98,Restaurant,33.95205,-118.3527568,L.A. County Neighborhood (V6),inglewood,,inglewood-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Inglewood"", ""region"": ""south-bay"", ""county"": ""los-angeles",/1.0/boundary/inglewood-la-county-neighborhood-v6/
Silver Lake,3922 W SUNSET BLVD,LOS ANGELES,90029,06/13/2013,96,Restaurant,34.0921571,-118.2802493,L.A. County Neighborhood (V6),silver-lake,,silver-lake-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Silver Lake"", ""region"": ""central-la"", ""county""",/1.0/boundary/silver-lake-la-county-neighborhood-v6/
Inglewood,937 W ARBOR VITAE ST,INGLEWOOD,90301,06/13/2013,94,Restaurant,33.9528415,-118.3732902,L.A. County Neighborhood (V6),inglewood,,inglewood-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Inglewood"", ""region"": ""south-bay"", ""county"": ""los-angeles",/1.0/boundary/inglewood-la-county-neighborhood-v6/
Lincoln Heights,2419 N BROADWAY,LOS ANGELES,90031,06/13/2013,94,Restaurant,34.0738533,-118.216223,L.A. County Neighborhood (V6),lincoln-heights,,lincoln-heights-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Lincoln Heights"", ""region"": ""eastside"", ""count",/1.0/boundary/lincoln-heights-la-county-neighborhood-v6/
Downtown,127 JAPANESE VILLAGE PLZ,LOS ANGELES,90012,06/13/2013,96,Restaurant,34.049116,-118.239792,L.A. County Neighborhood (V6),downtown,,downtown-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Downtown"", ""region"": ""central-la"", ""county"": """,/1.0/boundary/downtown-la-county-neighborhood-v6/
Azusa,468 W ARROW HWY,COVINA,91722,06/13/2013,84,Restaurant,34.1067541,-117.8987739,L.A. County Neighborhood (V6),azusa,,azusa-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Azusa"", ""region"": ""san-gabriel-valley"", ""county"": ""los-an",/1.0/boundary/azusa-la-county-neighborhood-v6/
Glendora,657 E ARROW HWY #A,GLENDORA,91740,06/13/2013,91,Restaurant,34.1070643,-117.8510125,L.A. County Neighborhood (V6),glendora,,glendora-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Glendora"", ""region"": ""san-gabriel-valley"", ""county"": ""los",/1.0/boundary/glendora-la-county-neighborhood-v6/
Azusa,619 N AZUSA AVE,AZUSA,91702,06/13/2013,98,Restaurant,34.1324006,-117.9078169,L.A. County Neighborhood (V6),azusa,,azusa-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Azusa"", ""region"": ""san-gabriel-valley"", ""county"": ""los-an",/1.0/boundary/azusa-la-county-neighborhood-v6/
Westlake,401 SILVERLAKE BLVD,LOS ANGELES,90026,06/13/2013,95,Restaurant,34.0772491,-118.2817785,L.A. County Neighborhood (V6),westlake,,westlake-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Westlake"", ""region"": ""central-la"", ""county"": """,/1.0/boundary/westlake-la-county-neighborhood-v6/
Cerritos,17198 S NORWALK BLVD,CERRITOS,90703,06/13/2013,90,Restaurant,33.874979,-118.072133,L.A. County Neighborhood (V6),cerritos,,cerritos-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Cerritos"", ""region"": ""southeast"", ""county"": ""los-angeles""",/1.0/boundary/cerritos-la-county-neighborhood-v6/
Azusa,627 N AZUSA AVE,AZUSA,91702,06/13/2013,93,Restaurant,34.1326916,-117.9078214,L.A. County Neighborhood (V6),azusa,,azusa-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Azusa"", ""region"": ""san-gabriel-valley"", ""county"": ""los-an",/1.0/boundary/azusa-la-county-neighborhood-v6/
South Whittier,14215 E IMPERIAL HWY,LA MIRADA,90638,06/13/2013,92,Restaurant,33.9173843,-118.0286668,L.A. County Neighborhood (V6),south-whittier,,south-whittier-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""South Whittier"", ""region"": ""southeast"", ""county"": ""los-an",/1.0/boundary/south-whittier-la-county-neighborhood-v6/
Hawaiian Gardens,12565 E CARSON ST,HAWAIIAN GARDENS,90716,06/13/2013,80,Restaurant,33.8316713,-118.0642582,L.A. County Neighborhood (V6),hawaiian-gardens,,hawaiian-gardens-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Hawaiian Gardens"", ""region"": ""harbor"", ""county"": ""los-ang",/1.0/boundary/hawaiian-gardens-la-county-neighborhood-v6/
Azusa,422 W ARROW HWY #F-8,COVINA,91722,06/13/2013,85,Restaurant,34.1067556,-117.8980069,L.A. County Neighborhood (V6),azusa,,azusa-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Azusa"", ""region"": ""san-gabriel-valley"", ""county"": ""los-an",/1.0/boundary/azusa-la-county-neighborhood-v6/
Covina,140 E ARROW HWY,COVINA,91722,06/13/2013,84,Restaurant,34.1064712,-117.8891019,L.A. County Neighborhood (V6),covina,,covina-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Covina"", ""region"": ""san-gabriel-valley"", ""county"": ""los-a",/1.0/boundary/covina-la-county-neighborhood-v6/
West Covina,2501 S AZUSA AVE,WEST COVINA,91792,06/13/2013,100,Restaurant,34.0313072,-117.9152666,L.A. County Neighborhood (V6),west-covina,,west-covina-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""West Covina"", ""region"": ""san-gabriel-valley"", ""county"": """,/1.0/boundary/west-covina-la-county-neighborhood-v6/
Glendora,167 W ARROW HWY,GLENDORA,91740,06/13/2013,92,Restaurant,34.1066869,-117.8654853,L.A. County Neighborhood (V6),glendora,,glendora-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Glendora"", ""region"": ""san-gabriel-valley"", ""county"": ""los",/1.0/boundary/glendora-la-county-neighborhood-v6/
La Verne,1437-441 FOOTHILL BLVD,LA VERNE,91750,06/13/2013,93,Restaurant,34.1174693,-117.7764143,L.A. County Neighborhood (V6),la-verne,,la-verne-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""La Verne"", ""region"": ""pomona-valley"", ""county"": ""los-ange",/1.0/boundary/la-verne-la-county-neighborhood-v6/
Industry,18201 E GALE AVE,CITY OF INDUSTRY,91748,06/13/2013,93,Restaurant,33.995505,-117.907029,L.A. County Neighborhood (V6),industry,,industry-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Industry"", ""region"": ""san-gabriel-valley"", ""county"": ""los",/1.0/boundary/industry-la-county-neighborhood-v6/
Azusa,5559 N AZUSA AVE,AZUSA,91702,06/13/2013,97,Restaurant,34.1456666,-117.9073932,L.A. County Neighborhood (V6),azusa,,azusa-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Azusa"", ""region"": ""san-gabriel-valley"", ""county"": ""los-an",/1.0/boundary/azusa-la-county-neighborhood-v6/
Cerritos,11171 E 183RD ST,CERRITOS,90703,06/13/2013,97,Restaurant,33.8657258,-118.0953825,L.A. County Neighborhood (V6),cerritos,,cerritos-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Cerritos"", ""region"": ""southeast"", ""county"": ""los-angeles""",/1.0/boundary/cerritos-la-county-neighborhood-v6/
Rowland Heights,18438 E COLIMA RD #31,ROWLAND HEIGHTS,91748,06/13/2013,87,Restaurant,33.9864436,-117.902036,L.A. County Neighborhood (V6),rowland-heights,,rowland-heights-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Rowland Heights"", ""region"": ""san-gabriel-valley"", ""county",/1.0/boundary/rowland-heights-la-county-neighborhood-v6/
Glendora,815 E ARROW HWY,GLENDORA,91740,06/13/2013,91,Restaurant,34.1069073,-117.8483597,L.A. County Neighborhood (V6),glendora,,glendora-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Glendora"", ""region"": ""san-gabriel-valley"", ""county"": ""los",/1.0/boundary/glendora-la-county-neighborhood-v6/
Covina,301 N CITRUS AVE,COVINA,91723,06/13/2013,98,Restaurant,34.0886419,-117.8904605,L.A. County Neighborhood (V6),covina,,covina-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Covina"", ""region"": ""san-gabriel-valley"", ""county"": ""los-a",/1.0/boundary/covina-la-county-neighborhood-v6/
Cerritos,11255 E 183RD ST,CERRITOS,90703,06/13/2013,93,Restaurant,33.866012,-118.094197,L.A. County Neighborhood (V6),cerritos,,cerritos-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Cerritos"", ""region"": ""southeast"", ""county"": ""los-angeles""",/1.0/boundary/cerritos-la-county-neighborhood-v6/
Industry,18271 GALE AVE,CITY OF INDUSTRY,91748,06/13/2013,94,Restaurant,33.9965449,-117.9054174,L.A. County Neighborhood (V6),industry,,industry-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Industry"", ""region"": ""san-gabriel-valley"", ""county"": ""los",/1.0/boundary/industry-la-county-neighborhood-v6/
Van Nuys,14318 CALVERT ST,VAN NUYS,91401,06/13/2013,86,Restaurant,34.181289,-118.445105,L.A. County Neighborhood (V6),van-nuys,,van-nuys-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Van Nuys"", ""region"": ""san-fernando-valley"", ""c",/1.0/boundary/van-nuys-la-county-neighborhood-v6/
Hawaiian Gardens,12565 CARSON ST,HAWAIIAN GARDENS,90716,06/13/2013,92,Restaurant,33.8316713,-118.0642582,L.A. County Neighborhood (V6),hawaiian-gardens,,hawaiian-gardens-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Hawaiian Gardens"", ""region"": ""harbor"", ""county"": ""los-ang",/1.0/boundary/hawaiian-gardens-la-county-neighborhood-v6/
Florence-Firestone,7717 S COMPTON AVE,LOS ANGELES,90001,06/13/2013,98,Restaurant,33.96927,-118.248033,L.A. County Neighborhood (V6),florence-firestone,,florence-firestone-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Florence-Firestone"", ""region"": ""south-la"", ""county"": ""los",/1.0/boundary/florence-firestone-la-county-neighborhood-v6/
Valley Glen,12727 SHERMAN WY,NORTH HOLLYWOOD,91605,06/13/2013,100,Restaurant,34.2012357,-118.4100316,L.A. County Neighborhood (V6),valley-glen,,valley-glen-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Valley Glen"", ""region"": ""san-fernando-valley"",",/1.0/boundary/valley-glen-la-county-neighborhood-v6/
Pacoima,11017 SAN FERNANDO RD,PACOIMA,91331,06/13/2013,80,Restaurant,34.2703091,-118.4265777,L.A. County Neighborhood (V6),pacoima,,pacoima-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Pacoima"", ""region"": ""san-fernando-valley"", ""co",/1.0/boundary/pacoima-la-county-neighborhood-v6/
Sylmar,13205 GLADSTONE AVE,SYLMAR,91342,06/13/2013,89,Restaurant,34.3109267,-118.4284315,L.A. County Neighborhood (V6),sylmar,,sylmar-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Sylmar"", ""region"": ""san-fernando-valley"", ""cou",/1.0/boundary/sylmar-la-county-neighborhood-v6/
Compton,739 W ROSECRANS AVE G,COMPTON,90222,06/13/2013,91,Restaurant,33.903592,-118.237696,L.A. County Neighborhood (V6),compton,,compton-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Compton"", ""region"": ""southeast"", ""county"": ""los-angeles"",",/1.0/boundary/compton-la-county-neighborhood-v6/
Hacienda Heights,1107 S HACIENDA BLVD,HACIENDA HEIGHTS,91745,06/13/2013,94,Restaurant,34.0106542,-117.9637946,L.A. County Neighborhood (V6),hacienda-heights,,hacienda-heights-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Hacienda Heights"", ""region"": ""san-gabriel-valley"", ""count",/1.0/boundary/hacienda-heights-la-county-neighborhood-v6/
Valley Village,12512 MAGNOLIA BLVD,VALLEY VILLAGE,91607,06/13/2013,83,Restaurant,34.1647787,-118.4058157,L.A. County Neighborhood (V6),valley-village,,valley-village-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Valley Village"", ""region"": ""san-fernando-valle",/1.0/boundary/valley-village-la-county-neighborhood-v6/
Downey,8028 FIRESTONE BLVD,DOWNEY,90241,06/13/2013,91,Restaurant,33.941937,-118.13707,L.A. County Neighborhood (V6),downey,,downey-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Downey"", ""region"": ""southeast"", ""county"": ""los-angeles"",",/1.0/boundary/downey-la-county-neighborhood-v6/
Downey,8510 FIRESTONE BLVD,DOWNEY,90240,06/13/2013,97,Restaurant,33.9377631,-118.1293182,L.A. County Neighborhood (V6),downey,,downey-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Downey"", ""region"": ""southeast"", ""county"": ""los-angeles"",",/1.0/boundary/downey-la-county-neighborhood-v6/
Sun Valley,12105 SATICOY ST,NORTH HOLLYWOOD,91605,06/13/2013,85,Restaurant,34.2084856,-118.3967117,L.A. County Neighborhood (V6),sun-valley,,sun-valley-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Sun Valley"", ""region"": ""san-fernando-valley"",",/1.0/boundary/sun-valley-la-county-neighborhood-v6/
Sylmar,12437 SAN FERNANDO RD,SYLMAR,91342,06/13/2013,82,Restaurant,34.2963537,-118.455558,L.A. County Neighborhood (V6),sylmar,,sylmar-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Sylmar"", ""region"": ""san-fernando-valley"", ""cou",/1.0/boundary/sylmar-la-county-neighborhood-v6/
Sylmar,14445 OLIVE VIEW DR,SYLMAR,91342,06/13/2013,91,Restaurant,34.3257084,-118.4457761,L.A. County Neighborhood (V6),sylmar,,sylmar-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Sylmar"", ""region"": ""san-fernando-valley"", ""cou",/1.0/boundary/sylmar-la-county-neighborhood-v6/
Van Nuys,6805 SEPULVEDA BLVD,VAN NUYS,91405,06/13/2013,92,Restaurant,34.1940645,-118.4662061,L.A. County Neighborhood (V6),van-nuys,,van-nuys-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Van Nuys"", ""region"": ""san-fernando-valley"", ""c",/1.0/boundary/van-nuys-la-county-neighborhood-v6/
Panorama City,8401 VAN NUYS BLVD #22,PANORAMA CITY,91402,06/13/2013,95,Restaurant,34.2230259,-118.4489809,L.A. County Neighborhood (V6),panorama-city,,panorama-city-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Panorama City"", ""region"": ""san-fernando-valley",/1.0/boundary/panorama-city-la-county-neighborhood-v6/
Florence-Firestone,1641 E FIRESTONE BLVD,LOS ANGELES,90001,06/13/2013,94,Restaurant,33.9602245,-118.244722,L.A. County Neighborhood (V6),florence-firestone,,florence-firestone-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Florence-Firestone"", ""region"": ""south-la"", ""county"": ""los",/1.0/boundary/florence-firestone-la-county-neighborhood-v6/
Shadow Hills,9756 GLENOAKS BLVD,SUN VALLEY,91352,06/13/2013,90,Restaurant,34.2470983,-118.3846156,L.A. County Neighborhood (V6),shadow-hills,,shadow-hills-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Shadow Hills"", ""region"": ""san-fernando-valley""",/1.0/boundary/shadow-hills-la-county-neighborhood-v6/
