Name,Address,City,Zip,Date,Score,Type
"MCDONALD'S RESTAURANT","528 N GRAND AVE","WALNUT","91789","06/15/2013","86","Restaurant"
"TAQUERIA EL SOL","2129 N TOWNE AVE","POMONA","91767","06/15/2013","93","Restaurant"
"NATURE'S JUICE","505 N GRAND AVE B","WALNUT","91789","06/15/2013","95","Restaurant"
"MANGO TANGO","44275 N DIVISION ST","LANCASTER","93535","06/15/2013","100","Restaurant"
"HONG KONG EXPRESS","11252 S NORMANDIE AVE","LOS ANGELES","90044","06/14/2013","90","Restaurant"
"MARGARITAS CAFE","5026 S CRENSHAW BLVD","LOS ANGELES","90043","06/14/2013","94","Restaurant"
"MARTHAS MEXICAN DELI","13438 S NORMANDIE AVE","GARDENA","90247","06/14/2013","92","Restaurant"
"JACK IN THE BOX","4069 W CENTURY BLVD","INGLEWOOD","90301","06/14/2013","93","Restaurant"
"THE VEGGIE GRILL","110 S FAIRFAX AVE A-16","LOS ANGELES","90036","06/14/2013","92","Restaurant"
"TART","117 S FAIRFAX AVE","LOS ANGELES","90036","06/14/2013","93","Restaurant"
"SUBWAY SANDWICHES #11126","250 S BEVERLY DR #A","BEVERLY HILLS","90212","06/14/2013","94","Restaurant"
"MULBERY STREET  PIZZERIA","240 S BEVERLY DR","BEVERLY HILLS","90212","06/14/2013","92","Restaurant"
"ELIM BAKERY","18732 E COLIMA RD","ROWLAND HEIGHTS","91748","06/14/2013","91","Restaurant"
"THE ICE BAR","550 S GLENDORA AVE #102","WEST COVINA","91790","06/14/2013","96","Restaurant"
"PACO'S TACOS MEXICAN FOOD","11754 E 166TH ST","ARTESIA","90701","06/14/2013","94","Restaurant"
"PIZZA CHALET","461 S CITRUS AVE","COVINA","91723","06/14/2013","97","Restaurant"
"FARMER BOYS","6600 IRWINDALE AVE","IRWINDALE","91702","06/14/2013","90","Restaurant"
"CHATTER BOX","9119 E SOMERSET BLVD","BELLFLOWER","90706","06/14/2013","99","Restaurant"
"BURGER KING #4163","1681 W SAN BERNARDINO RD","COVINA","91722","06/14/2013","92","Restaurant"
"SKATE DEPOT","11113 E 183RD ST","CERRITOS","90703","06/14/2013","97","Restaurant"
"AMC COVINA 30 THEATRES (MAIN)","1414 N AZUSA AVE","COVINA","91722","06/14/2013","95","Restaurant"
"HOME TASTE CHINESE REST.","106 W FOOTHILL BLVD","GLENDORA","91740","06/14/2013","97","Restaurant"
"KING  JJAMPONG","12550 E CENTRALIA ST","LAKEWOOD","90715","06/14/2013","91","Restaurant"
"WINCHELL'S DONUTS","18881 COLIMA RD","ROWLAND HEIGHTS","91748","06/14/2013","98","Restaurant"
"APPLEBEE'S","377 N CITRUS AVE","AZUSA","91702","06/14/2013","100","Restaurant"
"COFFEE & GRILL","18927 DAISETTA ST #102","ROWLAND HEIGHTS","91748","06/14/2013","95","Restaurant"
"DOMINO'S PIZZA","110 W FOOTHILL BLVD","GLENDORA","91740","06/14/2013","98","Restaurant"
"GARCIA'S RESTAURANT","425 E FOOTHILL BLVD #B","AZUSA","91702","06/14/2013","95","Restaurant"
"CHOWKING","17202 S NORWALK BLVD","CERRITOS","90703","06/14/2013","92","Restaurant"
"MYLIEN'S VIETNAMESE CUISINE","171 N GLENDORA AVE","GLENDORA","91741","06/14/2013","99","Restaurant"
"KNIGHTS OF COLUMBUS","4315 N VINCENT AVE","COVINA","91722","06/14/2013","96","Restaurant"
"BJ'S RESTAURANT & BREWHOUSE","11101 E 183RD ST","CERRITOS","90703","06/14/2013","93","Restaurant"
"SATU THAI BISTRO","160 W SIERRA MADRE AVE","AZUSA","91702","06/14/2013","93","Restaurant"
"BONEYARD BISTRO","13539 VENTURA BLVD","SHERMAN OAKS","91423","06/14/2013","97","Restaurant"
"EL REAL RESTAURANT","3100 E IMPERIAL HWY 3009","LYNWOOD","90262","06/14/2013","91","Restaurant"
"NESMON CAFE","13333 VENTURA BLVD","SHERMAN OAKS","91423","06/14/2013","98","Restaurant"
"COSTCO WHOLESALE BAKERY #48","6100 SEPULVEDA BLVD","VAN NUYS","91411","06/14/2013","93","Restaurant"
"PANCHITO'S BAKERY","800-804 W 54TH ST","LOS ANGELES","90037","06/14/2013","93","Restaurant"
"WINGSTOP","6734 SEPULVEDA BLVD","VAN NUYS","91411","06/14/2013","91","Restaurant"
"HUNGRY SAMURAI JR.","3100 E IMPERIAL HWY 3008","LYNWOOD","90262","06/14/2013","90","Restaurant"
"TORTAS AHOGADAS LAS ORIGINALES","11541 LAUREL CANYON BLVD E","SAN FERNANDO","91340","06/14/2013","90","Restaurant"
"SUBWAY","6740 SEPULVEDA BLVD","VAN NUYS","91411","06/14/2013","95","Restaurant"
"LOCO MOCO HAWAIIN BBQ","8263 SEPULVEDA BLVD","PANORAMA CITY","91402","06/14/2013","95","Restaurant"
"KING DONUT","177 W MANCHESTER AVE","LOS ANGELES","90003","06/14/2013","94","Restaurant"
"RINCONCITO POBLANO","3100 E IMPERIAL HWY 3007","LYNWOOD","90262","06/14/2013","91","Restaurant"
"ANTONIOS PIZZERIA","13619 VENTURA BLVD","SHERMAN OAKS","91423","06/14/2013","94","Restaurant"
"VON'S BAKERY","4033 W AVE L","LANCASTER","93534","06/14/2013","96","Restaurant"
"LAND OF DESSERTS","308 W 7TH ST # C","LOS ANGELES","90014","06/14/2013","90","Restaurant"
"PORTO'S CAFE BAKERY","309 N BRAND BLVD","GLENDALE","91203","06/14/2013","95","Restaurant"
"STELLA'S","1248 S FIGUEROA ST 101","LOS ANGELES","90015","06/14/2013","92","Restaurant"
"CAFE SPROUT","1300 S SAN PEDRO ST 111","LOS ANGELES","90015","06/14/2013","92","Restaurant"
"WP 24","900 W OLYMPIC BLVD 24FL","LOS ANGELES","90015","06/14/2013","98","Restaurant"
"TRINITY BAPTIST CHURCH","2040 W JEFFERSON BLVD","LOS ANGELES","90018","06/14/2013","90","Restaurant"
"MARISCOS JESUS MARIA","5147 GAGE AVE","BELL","90201","06/14/2013","100","Restaurant"
"ICON LA ULTRA LOUNGE","1248 S FIGUEROA ST 200","LOS ANGELES","90015","06/14/2013","95","Restaurant"
"STARBUCKS COFFEE #6593","3722 S CRENSHAW BLVD","LOS ANGELES","90016","06/14/2013","97","Restaurant"
"HO SAI KAI CHINESE RESTAURANT","3723 S WESTERN AVE","LOS ANGELES","90018","06/14/2013","83","Restaurant"
"MONEY POT","1236 S GOLDENWEST AVE","ARCADIA","91007","06/14/2013","95","Restaurant"
"IN-N-OUT BURGER # 4","15610 W SAN BERNARDINO RD","WEST COVINA","91790","06/14/2013","86","Restaurant"
"THE BASEMENT CAFE","401 N BRAND BLVD 160","GLENDALE","91203","06/14/2013","92","Restaurant"
"SUSHI DAN & ROCK N ROLL","11056 VENTURA BLVD","STUDIO CITY","91604","06/14/2013","95","Restaurant"
"THE PEPPERTREE GRILL","322 W SIERRA MADRE BLVD","SIERRA MADRE","91024","06/14/2013","90","Restaurant"
"LAS GAVIOTAS BAR","11437 GARVEY AVE","EL MONTE","91732","06/14/2013","93","Restaurant"
"DOE JON STATION","46 W LAS TUNAS DR","ARCADIA","91007","06/14/2013","92","Restaurant"
"CARNICERIA LA GUADALUPANA KTN","1950 N CENTRAL AVE","SOUTH EL MONTE","91733","06/14/2013","94","Restaurant"
"CAFE BROADWAY","701 E BROADWAY","GLENDALE","91205","06/14/2013","99","Restaurant"
"BIRRIERIA CALVILLO","12056 VALLEY BLVD","EL MONTE","91732","06/14/2013","91","Restaurant"
"YOSHINOYA BEEF BOWL","6050 LANKERSHIM BLVD","NORTH HOLLYWOOD","91606","06/14/2013","93","Restaurant"
"MEDITERANEAN CUISINE TASTE","11052 VENTURA BLVD","STUDIO CITY","91604","06/14/2013","91","Restaurant"
"AKI SUSHI & ROLL JAPANESE  GRL","5916 MONTEREY RD","LOS ANGELES","90042","06/14/2013","95","Restaurant"
"PORTO'S BAKERY","315 N BRAND BLVD","GLENDALE","91203","06/14/2013","95","Restaurant"
"HANAMI","26527 AGOURA RD 116","CALABASAS","91302","06/14/2013","93","Restaurant"
"JOLLY DONUTS","11285 VENICE BLVD","LOS ANGELES","90066","06/14/2013","93","Restaurant"
"WABA GRILL","21534 DEVONSHIRE ST B","CHATSWORTH","91311","06/14/2013","97","Restaurant"
"WOLF CREEK RESTAURANT BREWING","26787 AGOURA RD #E","CALABASAS","91302","06/14/2013","90","Restaurant"
"ALBERTSON'S DELI #6388","5770 LINDERO CANYON RD","WESTLAKE VILLAGE","91362","06/14/2013","92","Restaurant"
"LA BAHIA MEXICAN & SEAFOOD","8414 TOPANGA CANYON BLVD","CANOGA PARK","91304","06/14/2013","93","Restaurant"
"THE MUNCH BOX","21532 DEVONSHIRE ST","CHATSWORTH","91311","06/14/2013","98","Restaurant"
"TOMO SUSHI & ROBATA GRILL","18707 DEVONSHIRE ST","NORTHRIDGE","91324","06/14/2013","90","Restaurant"
"THE CHEESE BOX @ WALLY'S","2107 WESTWOOD BLVD","LOS ANGELES","90025","06/14/2013","91","Restaurant"
"RALPHS DELI # 292","1644 CLOVERFIELD BLVD","SANTA MONICA","90405","06/14/2013","93","Restaurant"
"DONUT STAR","8360 TOPANGA CANYON BLVD","CANOGA PARK","91304","06/14/2013","97","Restaurant"
"PA ORD NOODLE LA BREA","7075 W SUNSET BLVD","LOS ANGELES","90028","06/13/2013","90","Restaurant"
"TACOS EL PATIO RESTAURANT","5583 W PICO BLVD","LOS ANGELES","90019","06/13/2013","94","Restaurant"
"DK DONERKING","6756 HOLLYWOOD BLVD","LOS ANGELES","90028","06/13/2013","90","Restaurant"
"DONUT KING","1119 N WESTERN AVE","LOS ANGELES","90029","06/13/2013","91","Restaurant"
"SUBWAY","947 N LA BREA AVE","INGLEWOOD","90302","06/13/2013","95","Restaurant"
"HAMASAKU","11043 SANTA MONICA BLVD","LOS ANGELES","90025","06/13/2013","92","Restaurant"
"LAS ANITA'S","26 W OLVERA ST","LOS ANGELES","90012","06/13/2013","90","Restaurant"
"PINCHES TACOS","8200 SUNSET BLVD","LOS ANGELES","90046","06/13/2013","100","Restaurant"
"AROMA RESTAURANTE","2903 W SUNSET BLVD","LOS ANGELES","90026","06/13/2013","93","Restaurant"
"DURANGO RESTAURANT","11227 S FIGUEROA ST","LOS ANGELES","90061","06/13/2013","83","Restaurant"
"WA","1106 N LA CIENEGA BLVD 201","WEST HOLLYWOOD","90069","06/13/2013","95","Restaurant"
"GRAND STAR","943 SUN MUN WY","LOS ANGELES","90012","06/13/2013","97","Restaurant"
"CASBAH CAFE","3900 W SUNSET BLVD","LOS ANGELES","90027","06/13/2013","95","Restaurant"
"FRESH BROTHERS","250 S BEVERLY DR B","BEVERLY HILLS","90212","06/13/2013","92","Restaurant"
"CAFE STELLA","3932 W SUNSET BLVD","LOS ANGELES","90029","06/13/2013","92","Restaurant"
"TRIMANA","9100 WILSHIRE BLVD 101W","BEVERLY HILLS","90212","06/13/2013","92","Restaurant"
"KULA REVOLVING SUSHI BAR","333 E 2ND ST","LOS ANGELES","90012","06/13/2013","97","Restaurant"
"SUBWAY #22114","711 N MAIN ST","LOS ANGELES","90012","06/13/2013","94","Restaurant"
"LA ZONA ROSA DE TIBERIOS","1010 E CESAR E. CHAVEZ AVE","LOS ANGELES","90033","06/13/2013","95","Restaurant"
"SUSHI & TERI","116 JAPANESE VILLAGE PLZ","LOS ANGELES","90012","06/13/2013","97","Restaurant"
"KAGURA DOWNTOWN","137 JAPANESE VILLAGE PLZ","LOS ANGELES","90012","06/13/2013","98","Restaurant"
"KATANA","8439 SUNSET BLVD","WEST HOLLYWOOD","90069","06/13/2013","98","Restaurant"
"CLUB BAHIA","1130 W SUNSET BLVD","LOS ANGELES","90026","06/13/2013","92","Restaurant"
"THE BAYOU","8939 SANTA MONICA BLVD","WEST HOLLYWOOD","90069","06/13/2013","93","Restaurant"
"PUPUSERIA ACAJUTLA","933 S LA BREA AVE","INGLEWOOD","90301","06/13/2013","98","Restaurant"
"INTELLIGENTSIA COFFEE","3922 W SUNSET BLVD","LOS ANGELES","90029","06/13/2013","96","Restaurant"
"D & K DRIVE IN","937 W ARBOR VITAE ST","INGLEWOOD","90301","06/13/2013","94","Restaurant"
"AIRLINER","2419 N BROADWAY","LOS ANGELES","90031","06/13/2013","94","Restaurant"
"SHABU SHABU HOUSE","127 JAPANESE VILLAGE PLZ","LOS ANGELES","90012","06/13/2013","96","Restaurant"
"JANNAH'S KUSINA & GRILL","468 W ARROW HWY","COVINA","91722","06/13/2013","84","Restaurant"
"KIWI CAFE","657 E ARROW HWY #A","GLENDORA","91740","06/13/2013","91","Restaurant"
"CONGREGATION ALE HOUSE","619 N AZUSA AVE","AZUSA","91702","06/13/2013","98","Restaurant"
"EL CASERIO","401 SILVERLAKE BLVD","LOS ANGELES","90026","06/13/2013","95","Restaurant"
"POLLY'S PIES","17198 S NORWALK BLVD","CERRITOS","90703","06/13/2013","90","Restaurant"
"BAMBINOS","627 N AZUSA AVE","AZUSA","91702","06/13/2013","93","Restaurant"
"TACOS EL REY","14215 E IMPERIAL HWY","LA MIRADA","90638","06/13/2013","92","Restaurant"
"ZION MARKET (DELI & BAKERY)","12565 E CARSON ST","HAWAIIAN GARDENS","90716","06/13/2013","80","Restaurant"
"L & L HAWAIIAN BBQ","323 N AZUSA AVE","WEST COVINA","91791","06/13/2013","97","Restaurant"
"PEQUITAS SHOW & COCINA","422 W ARROW HWY #F-8","COVINA","91722","06/13/2013","85","Restaurant"
"BOCA DEL RIO","140 E ARROW HWY","COVINA","91722","06/13/2013","84","Restaurant"
"MCDONALD'S  #6534","2501 S AZUSA AVE","WEST COVINA","91792","06/13/2013","100","Restaurant"
"TJ'S SUBS","167 W ARROW HWY","GLENDORA","91740","06/13/2013","92","Restaurant"
"MI RANCHITO","1437-441 FOOTHILL BLVD","LA VERNE","91750","06/13/2013","93","Restaurant"
"ARBY'S #5291","18201 E GALE AVE","CITY OF INDUSTRY","91748","06/13/2013","93","Restaurant"
"EL GALLO PINTO RESTAURANT","5559 N AZUSA AVE","AZUSA","91702","06/13/2013","97","Restaurant"
"OLIVE GARDEN  #1071","11171 E 183RD ST","CERRITOS","90703","06/13/2013","97","Restaurant"
"CHUAN MA NOODLE HOUSE","18438 E COLIMA RD #31","ROWLAND HEIGHTS","91748","06/13/2013","87","Restaurant"
"ORIENT EXPRESS","815 E ARROW HWY","GLENDORA","91740","06/13/2013","91","Restaurant"
"TACO BELL #367","301 N CITRUS AVE","COVINA","91723","06/13/2013","98","Restaurant"
"BUFFALO WILD WINGS","11255 E 183RD ST","CERRITOS","90703","06/13/2013","93","Restaurant"
"JACK IN THE BOX","18271 GALE AVE","CITY OF INDUSTRY","91748","06/13/2013","94","Restaurant"
"ICE AGE CAFE-OPENS AFTER 12 PM","14318 CALVERT ST","VAN NUYS","91401","06/13/2013","86","Restaurant"
"ZION BADANG SUSHI","12565 CARSON ST","HAWAIIAN GARDENS","90716","06/13/2013","92","Restaurant"
"EL-T BAR & GRILL","7717 S COMPTON AVE","LOS ANGELES","90001","06/13/2013","98","Restaurant"
"EL SUPER- BAKERY DEPT.","12727 SHERMAN WY","NORTH HOLLYWOOD","91605","06/13/2013","100","Restaurant"
"EL MICHOACANO 2","11017 SAN FERNANDO RD","PACOIMA","91331","06/13/2013","80","Restaurant"
"PANDA WOK","13205 GLADSTONE AVE","SYLMAR","91342","06/13/2013","89","Restaurant"
"S & K DONUTS","739 W ROSECRANS AVE G","COMPTON","90222","06/13/2013","91","Restaurant"
"HACIENDA SUBWAY","1107 S HACIENDA BLVD","HACIENDA HEIGHTS","91745","06/13/2013","94","Restaurant"
"MARV'S DELICATESSEN","12512 MAGNOLIA BLVD","VALLEY VILLAGE","91607","06/13/2013","83","Restaurant"
"DEL TACO","8028 FIRESTONE BLVD","DOWNEY","90241","06/13/2013","91","Restaurant"
"PANDA EXPRESS  #1170","8510 FIRESTONE BLVD","DOWNEY","90240","06/13/2013","97","Restaurant"
"MANEE HOUSE","23115 LYONS AVE","NEWHALL","91321","06/13/2013","92","Restaurant"
"CONTINENTAL BAKERY","12105 SATICOY ST","NORTH HOLLYWOOD","91605","06/13/2013","85","Restaurant"
"LA PEQUENA BAKERY","12437 SAN FERNANDO RD","SYLMAR","91342","06/13/2013","82","Restaurant"
"OLIVE VIEW MEDICAL CENTER","14445 OLIVE VIEW DR","SYLMAR","91342","06/13/2013","91","Restaurant"
"DOMINO'S PIZZA","6805 SEPULVEDA BLVD","VAN NUYS","91405","06/13/2013","92","Restaurant"
"CHINESE GOURMET EXPRESS","8401 VAN NUYS BLVD #22","PANORAMA CITY","91402","06/13/2013","95","Restaurant"
"JAMMIN JIMMY'S PIZZA","1641 E FIRESTONE BLVD","LOS ANGELES","90001","06/13/2013","94","Restaurant"
"TOMMIES JR FAMOUS CHILI BURGER","9756 GLENOAKS BLVD","SUN VALLEY","91352","06/13/2013","90","Restaurant"
"FOOD 4 LESS # 379 BAKERY","1900 W ROSECRANS AVE","COMPTON","90222","06/13/2013","98","Restaurant"
"MARISCOS GUEKAPIANI","14650 PARTHENIA ST W-10","PANORAMA CITY","91402","06/13/2013","90","Restaurant"
"SARKOW INC/ A.K.A MIDDLE RANCH","11700 LITTLE TUJUNGA CYN RD","LAKE VIEW TERRACE","93243","06/13/2013","97","Restaurant"
"GREAT KHAN","8401 VAN NUYS BLVD","PANORAMA CITY","91402","06/13/2013","91","Restaurant"
"99  RANCH  MARKET (BAKERY)","6450 SEPULVEDA BLVD #B","VAN NUYS","91411","06/13/2013","96","Restaurant"
"YELLOW BASKET","22300 S AVALON BLVD","CARSON","90745","06/13/2013","90","Restaurant"
"PIZZA HUT DELIVERY","1979 W AVE L","LANCASTER","93534","06/13/2013","98","Restaurant"
"TROPICANA BAKERY","492 W 002ND ST","SAN PEDRO","90731","06/13/2013","97","Restaurant"
"LITTLE CAESAR","4077 W AVE L","LANCASTER","93536","06/13/2013","95","Restaurant"
"JAPANESE GRILL YAKITORI BINCHO","112 N INTERNATIONAL BDWK.","REDONDO BEACH","90277","06/13/2013","96","Restaurant"
"THE CHOWDER BARGE","611 N HENRY FORD AVE 2001","WILMINGTON","90744","06/13/2013","90","Restaurant"
"INTERNATIONAL ICE CREAM","110 N INTERNATIONAL BDWK","REDONDO BEACH","90277","06/13/2013","98","Restaurant"
"DER WIENERSCHNITZEL #59","230 N GAFFEY ST","SAN PEDRO","90731","06/13/2013","90","Restaurant"
"TACO BELL #22814","2729 W AVE L","LANCASTER","93536","06/13/2013","97","Restaurant"
"TARGET RESTURANT","39440 10TH ST WEST","PALMDALE","93551","06/13/2013","98","Restaurant"
"ALASKA SEAFOOD & SUSHI","1112 NAGOYA WY","SAN PEDRO","90731","06/13/2013","91","Restaurant"
"TORRANCE BAKERY","1341 EL PRADO AVE","TORRANCE","90501","06/13/2013","91","Restaurant"
"NEW STARBOARD ATTITUDE","202 FISHERMAN'S WHARF","REDONDO BEACH","90277","06/13/2013","96","Restaurant"
"SUBWAY  #32676","25364 CRENSHAW BLVD","TORRANCE","90505","06/13/2013","94","Restaurant"
"TAQUERIA PEPE EL TORO","44219 20TH ST  W","LANCASTER","93534","06/13/2013","98","Restaurant"
"JERSEY MIKE'S SUBS","24631 CRENSHAW BLVD #M","TORRANCE","90505","06/13/2013","91","Restaurant"
"INAKA","61 PENINSULA CENTER","ROLLING HILLS ESTATES","90274","06/13/2013","97","Restaurant"
"LOS VERDES GOLF COURSE  #119","7000 LOS VERDES DR","RANCHO PALOS VERDES","90275","06/13/2013","96","Restaurant"
"HANK'S PIZZA OF LA","442 W MANCHESTER AVE","PLAYA DEL REY","90293","06/13/2013","99","Restaurant"
"CORNERSTONE CAFE & BOOKS","19300 S VERMONT AVE","GARDENA","90248","06/13/2013","99","Restaurant"
"BASKINS ROBBINS","603 E UNIVERSITY DR","CARSON","90746","06/13/2013","93","Restaurant"
"PRIME DIP","230 FEDERAL DR","LANCASTER","93534","06/13/2013","90","Restaurant"
"BOBA LOCA TORRANCE 1","22501 CRENSHAW BLVD #200","TORRANCE","90505","06/13/2013","94","Restaurant"
"IHOP","2912 S SEPULVEDA BLVD","LOS ANGELES","90064","06/13/2013","90","Restaurant"
"ORIENTAL BREEZE","207 FISHERMAN'S WHARF","REDONDO BEACH","90277","06/13/2013","94","Restaurant"
"ALBERTSONS DELI/ BAKERY","23850 COPPER HILL DR","VALENCIA","91354","06/13/2013","100","Restaurant"
"THE CREST SPORTS BAR & GRILL","1625 CABRILLO AVE","TORRANCE","90501","06/13/2013","91","Restaurant"
"NITA'S RESTAURANT","22028 S AVALON BLVD","CARSON","90745","06/13/2013","93","Restaurant"
"CURRY HOUSE COCO ICHIBANYA","2455 SEPULVEDA BLVD #C","TORRANCE","90501","06/13/2013","91","Restaurant"
"MARIE'S DELI","40015 SIERRA HWY B170","PALMDALE","93551","06/13/2013","90","Restaurant"
"DEL TACO # 904","4131 W AVE L","LANCASTER","93536","06/13/2013","98","Restaurant"
"GREAT WESTRN STEAK&HOAGIE; CO","1720 LINCOLN BLVD","VENICE","90291","06/13/2013","98","Restaurant"
"LUCIOS RESTAURANT","1605 CABRILLO AVE","TORRANCE","90501","06/13/2013","93","Restaurant"
"TORRANCE BAKERY&SANDWICH; SHOP","1331 EL PRADO AVE","TORRANCE","90501","06/13/2013","98","Restaurant"
"BAMBO SONG","602 DEEP VALLEY DR","ROLLING HILLS ESTATES","90274","06/13/2013","92","Restaurant"
"OLYMPIAN BURGERS","2701 S VERMONT AVE","LOS ANGELES","90007","06/13/2013","97","Restaurant"
"PATINA","141 S GRAND AVE","LOS ANGELES","90012","06/13/2013","94","Restaurant"
"EREVAN  RESTAURANT","1831 W GLENOAKS BLVD","GLENDALE","91201","06/13/2013","100","Restaurant"
"RISADA'S","4846 S EASTERN AVE","COMMERCE","90040","06/13/2013","91","Restaurant"
"CALIFORNIA KABOB KITCHEN","141 W 11TH ST","LOS ANGELES","90015","06/13/2013","100","Restaurant"
"FOUNDERS ROOM KITCHEN","111 S GRAND AVE LV-2","LOS ANGELES","90012","06/13/2013","98","Restaurant"
"LOS PINOS RESTAURANT","1064 S BROADWAY","LOS ANGELES","90015","06/13/2013","96","Restaurant"
"1ST AND HOPE","710 W 1ST ST","LOS ANGELES","90012","06/13/2013","85","Restaurant"
"EL RINCON MEXICAN RESTAURANT","1668 W ADAMS BLVD","LOS ANGELES","90007","06/13/2013","90","Restaurant"
"TAQUERIA LA QUESILLENA","3630 E CESAR E. CHAVEZ AVE","LOS ANGELES","90063","06/13/2013","93","Restaurant"
"MAI MEXICAN KITCHEN","633 S SPRING ST","LOS ANGELES","90014","06/13/2013","100","Restaurant"
"LA CAFE (REMOTE KITCHEN)","639 S SPRING ST #2B","LOS ANGELES","90014","06/13/2013","95","Restaurant"
"ARTHURS' GARDEN","1240 S HOOPER AVE","LOS ANGELES","90021","06/13/2013","80","Restaurant"
"TOMMY'S BURGER","7937 EASTERN AVE","BELL GARDENS","90201","06/13/2013","85","Restaurant"
"EL MICHOACANO","7201 1/2 LANKERSHIM BLVD","NORTH HOLLYWOOD","91605","06/13/2013","98","Restaurant"
"LA CAFE (RESTAURANT)","639 S SPRING ST","LOS ANGELES","90014","06/13/2013","97","Restaurant"
"HOUSE OF DIMES","1815 W JEFFERSON BLVD","LOS ANGELES","90018","06/13/2013","97","Restaurant"
"SUBWAY # 24111","2617 VIA CAMPO","MONTEBELLO","90640","06/13/2013","98","Restaurant"
"PANDA KING","8172 SAN FERNANDO RD","SUN VALLEY","91352","06/13/2013","86","Restaurant"
"LA MEXICANA BAKERY","3626 E CESAR E. CHAVEZ AVE","LOS ANGELES","90063","06/13/2013","97","Restaurant"
"WING HOP FUNG (WINE TASTING)","725 W GARVEY AVE","MONTEREY PARK","91754","06/13/2013","100","Restaurant"
"PECK ROAD SHELL","1130 PECK RD","SOUTH EL MONTE","91733","06/13/2013","94","Restaurant"
"MR. PEP'S BURGER","6045 S ROSEMEAD BLVD","PICO RIVERA","90660","06/13/2013","90","Restaurant"
"JUICE CRAFTERS","702 S SPRING ST","LOS ANGELES","90014","06/13/2013","98","Restaurant"
"SUN HAI INN CHINESE RESTAURANT","3176 LOS FELIZ BLVD","LOS ANGELES","90039","06/13/2013","96","Restaurant"
"KINGS LOUISIANA SEAFOOD","1541 W MARTIN LUTHER KING BLVD","LOS ANGELES","90062","06/13/2013","80","Restaurant"
"MELO ENTERPRISES","1358 W MARTIN LUTHER KING BLVD","LOS ANGELES","90037","06/13/2013","94","Restaurant"
"TAQUERIA & BAKERY OAXACA","3774 S WESTERN AVE","LOS ANGELES","90018","06/13/2013","94","Restaurant"
"CEMITAS POBLANAS EN BELL","4221 FLORENCE AVE","BELL","90201","06/13/2013","92","Restaurant"
"SUSHI TERIYAKI","4854 S EASTERN AVE","COMMERCE","90040","06/13/2013","92","Restaurant"
"R.J. PATISSERIE BAKERY","1220 S GOLDEN WEST AVE #A","ARCADIA","91007","06/13/2013","96","Restaurant"
"MAKI YAKI","700 FAIR OAKS AVE #G","SOUTH PASADENA","91030","06/13/2013","96","Restaurant"
"LA MICHOACANA","14151 RAMONA BLVD #3","BALDWIN PARK","91706","06/13/2013","93","Restaurant"
"GLORIA JEANS COFFEE","201 E MAGNOLIA BLVD #242","BURBANK","91502","06/13/2013","95","Restaurant"
"PARADISE BAKERY AND CAFE","1833 W GLENOAKS   BLVD","GLENDALE","91201","06/13/2013","100","Restaurant"
"PHOENIX FOOD BOUTIQUE","1108 S BALDWIN AVE B3","ARCADIA","91007","06/13/2013","97","Restaurant"
"CAKERY BAKERY","1119 FOOTHILL BLVD","LA CANADA FLINTRIDGE","91011","06/13/2013","99","Restaurant"
"HOKKAIDO SEAFOOD BUFFET","109 E PALM AVE","BURBANK","91502","06/13/2013","94","Restaurant"
"GIAMELA'S RESTAURANT","3178 LOS FELIZ BLVD","LOS ANGELES","90039","06/13/2013","95","Restaurant"
"MICELIS RESTAURANT","3655 W CAHUENGA BLVD","LOS ANGELES","90068","06/13/2013","90","Restaurant"
"LA COCINA SABROSA","138 N BRAND BLVD #100","GLENDALE","91203","06/13/2013","92","Restaurant"
"BAJA RANCH MARKET-DELI/BAKERY","2515 N FAIR OAKS AVE","ALTADENA","91001","06/13/2013","80","Restaurant"
